# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2202956	2203840	-							KPN_RS10810	885		old_locus_tag=KPN_02010
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2202956	2203840	-	WP_002907799.1	WP_002907799.1		LysR substrate-binding domain-containing protein			KPN_RS10810	885	294	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2203996	2204511	+							KPN_RS10815	516		old_locus_tag=KPN_02011
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2203996	2204511	+	WP_014907478.1	WP_014907478.1		DUF4286 family protein			KPN_RS10815	516	171	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2204519	2205355	+							KPN_RS10820	837		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2204519	2205355	+	WP_004180178.1	WP_004180178.1		MBL fold metallo-hydrolase			KPN_RS10820	837	278	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2205443	2205592	-							KPN_RS31370	150		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2205443	2205592	-	WP_002907802.1	WP_002907802.1		hypothetical protein			KPN_RS31370	150	49	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2205994	2206428	+							KPN_RS10830	435		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2205994	2206428	+	WP_004143863.1	WP_004143863.1		winged helix-turn-helix domain-containing protein			KPN_RS10830	435	144	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2206474	2207190	+							KPN_RS10835	717		old_locus_tag=KPN_02012
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2206474	2207190	+	WP_004210116.1	WP_004210116.1		hypothetical protein			KPN_RS10835	717	238	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2207274	2207483	+							KPN_RS10840	210		old_locus_tag=KPN_02013
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2207274	2207483	+	WP_004210114.1	WP_004210114.1		YdgH/BhsA/McbA-like domain containing protein			KPN_RS10840	210	69	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2207796	2208431	-							KPN_RS10850	636		old_locus_tag=KPN_02014
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2207796	2208431	-	WP_002907811.1	WP_002907811.1		carbonic anhydrase			KPN_RS10850	636	211	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2208681	2209310	+							KPN_RS10855	630		old_locus_tag=KPN_02015
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2208681	2209310	+	WP_002907812.1	WP_002907812.1		LysE family translocator			KPN_RS10855	630	209	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2209315	2210085	-							KPN_RS10860	771		old_locus_tag=KPN_02016
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2209315	2210085	-	WP_041937640.1	WP_041937640.1		DeoR/GlpR family DNA-binding transcription regulator			KPN_RS10860	771	256	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2210176	2210559	+							KPN_RS10865	384		old_locus_tag=KPN_02017
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2210176	2210559	+	WP_004175834.1	WP_004175834.1		glyoxalase/bleomycin resistance/extradiol dioxygenase family protein			KPN_RS10865	384	127	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2210591	2211274	+							KPN_RS10870	684		old_locus_tag=KPN_02018
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2210591	2211274	+	WP_009486400.1	WP_009486400.1		CatA-like O-acetyltransferase, family 1			KPN_RS10870	684	227	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2211619	2213322	+							KPN_RS10875	1704		old_locus_tag=KPN_02019
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2211619	2213322	+	WP_040238101.1	WP_040238101.1		ABC transporter substrate-binding protein			KPN_RS10875	1704	567	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2213366	2214325	+							KPN_RS10880	960		old_locus_tag=KPN_02020
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2213366	2214325	+	WP_004175825.1	WP_004175825.1		ABC transporter permease			KPN_RS10880	960	319	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2214322	2215272	+					opp4C		KPN_RS10885	951		old_locus_tag=KPN_02021
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2214322	2215272	+	WP_072159829.1	WP_072159829.1		oligopeptide ABC transporter permease	opp4C		KPN_RS10885	951	316	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2215269	2216249	+							KPN_RS10890	981		old_locus_tag=KPN_02022
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2215269	2216249	+	WP_004151192.1	WP_004151192.1		ABC transporter ATP-binding protein			KPN_RS10890	981	326	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2216246	2217217	+							KPN_RS10895	972		old_locus_tag=KPN_02023
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2216246	2217217	+	WP_015958537.1	WP_015958537.1		ABC transporter ATP-binding protein			KPN_RS10895	972	323	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2217583	2218110	+							KPN_RS10900	528		old_locus_tag=KPN_02024
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2217583	2218110	+	WP_002907918.1	WP_002907918.1		anti-virulence regulator CigR family protein			KPN_RS10900	528	175	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2218228	2218716	+							KPN_RS10905	489		old_locus_tag=KPN_02025
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2218228	2218716	+	WP_004175817.1	WP_004175817.1		DinB family protein			KPN_RS10905	489	162	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2218753	2218986	-							KPN_RS10910	234		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2218753	2218986	-	WP_048337121.1	WP_048337121.1		hypothetical protein			KPN_RS10910	234	77	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2219182	2220714	-							KPN_RS10915	1533		old_locus_tag=KPN_02026
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2219182	2220714	-	WP_041937641.1	WP_041937641.1		MFS transporter			KPN_RS10915	1533	510	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2220831	2221766	+							KPN_RS10920	936		old_locus_tag=KPN_02027
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2220831	2221766	+	WP_004210091.1	WP_004210091.1		LysR family transcriptional regulator			KPN_RS10920	936	311	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2221915	2222907	-							KPN_RS10925	993		old_locus_tag=KPN_02028
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2221915	2222907	-	WP_004189630.1	WP_004189630.1		zinc-dependent alcohol dehydrogenase family protein			KPN_RS10925	993	330	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2223057	2223947	-							KPN_RS10930	891		old_locus_tag=KPN_02029
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2223057	2223947	-	WP_004189627.1	WP_004189627.1		LysR family transcriptional regulator			KPN_RS10930	891	296	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2224236	2224664	+							KPN_RS28965	429		old_locus_tag=KPN_02030
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2224236	2224664	+	WP_001554382.1	WP_001554382.1		GFA family protein			KPN_RS28965	429	142	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2225107	2226096	-							KPN_RS10935	990		old_locus_tag=KPN_02031
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2225107	2226096	-	WP_072198902.1	WP_072198902.1		isopenicillin N synthase family dioxygenase			KPN_RS10935	990	329	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2226117	2227535	-							KPN_RS10940	1419		old_locus_tag=KPN_02032
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2226117	2227535	-	WP_004210086.1	WP_004210086.1		amidohydrolase family protein			KPN_RS10940	1419	472	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2227547	2228536	-							KPN_RS10945	990		old_locus_tag=KPN_02033
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2227547	2228536	-	WP_004180237.1	WP_004180237.1		ABC transporter substrate-binding protein			KPN_RS10945	990	329	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2228831	2229730	-							KPN_RS10950	900		old_locus_tag=KPN_02034
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2228831	2229730	-	WP_002908057.1	WP_002908057.1		LysR family transcriptional regulator			KPN_RS10950	900	299	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2229938	2230906	+							KPN_RS10960	969		old_locus_tag=KPN_02035
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2229938	2230906	+	WP_009486386.1	WP_009486386.1		PDR/VanB family oxidoreductase			KPN_RS10960	969	322	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2230918	2232201	+							KPN_RS10965	1284		old_locus_tag=KPN_02036
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2230918	2232201	+	WP_015958544.1	WP_015958544.1		amidohydrolase family protein			KPN_RS10965	1284	427	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2232191	2232670	+							KPN_RS10970	480		old_locus_tag=KPN_02037
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2232191	2232670	+	WP_002908128.1	WP_002908128.1		RidA family protein			KPN_RS10970	480	159	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2232667	2233548	+							KPN_RS10975	882		old_locus_tag=KPN_02038
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2232667	2233548	+	WP_015958545.1	WP_015958545.1		creatininase family protein			KPN_RS10975	882	293	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2233548	2234531	+							KPN_RS10980	984		old_locus_tag=KPN_02039
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2233548	2234531	+	WP_004184312.1	WP_004184312.1		ABC transporter substrate-binding protein			KPN_RS10980	984	327	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2234528	2235358	+							KPN_RS10985	831		old_locus_tag=KPN_02040
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2234528	2235358	+	WP_004189603.1	WP_004189603.1		ABC transporter ATP-binding protein			KPN_RS10985	831	276	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2235360	2236175	+							KPN_RS10990	816		old_locus_tag=KPN_02041
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2235360	2236175	+	WP_002908134.1	WP_002908134.1		ABC transporter permease			KPN_RS10990	816	271	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2236202	2237623	+							KPN_RS10995	1422		old_locus_tag=KPN_02042
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2236202	2237623	+	WP_015958546.1	WP_015958546.1		FAD-binding oxidoreductase			KPN_RS10995	1422	473	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2238008	2238484	+							KPN_RS11000	477		old_locus_tag=KPN_02043
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2238008	2238484	+	WP_015958547.1	WP_015958547.1		hypothetical protein			KPN_RS11000	477	158	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2238486	2238914	+							KPN_RS11005	429		old_locus_tag=KPN_02044
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2238486	2238914	+	WP_015958548.1	WP_015958548.1		hypothetical protein			KPN_RS11005	429	142	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2238947	2239246	+							KPN_RS11010	300		old_locus_tag=KPN_02045
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2238947	2239246	+	WP_023301844.1	WP_023301844.1		hypothetical protein			KPN_RS11010	300	99	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2239337	2240704	-					chrA		KPN_RS11015	1368		old_locus_tag=KPN_02046
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2239337	2240704	-	WP_015958550.1	WP_015958550.1		chromate efflux transporter	chrA		KPN_RS11015	1368	455	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2240673	2241632	-							KPN_RS11020	960		old_locus_tag=KPN_02047
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2240673	2241632	-	WP_004189593.1	WP_004189593.1		chromate resistance protein ChrB domain-containing protein			KPN_RS11020	960	319	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2241761	2242954	-							KPN_RS11025	1194		old_locus_tag=KPN_02048
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2241761	2242954	-	WP_024264441.1	WP_024264441.1		MFS transporter			KPN_RS11025	1194	397	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2243141	2243389	-							KPN_RS11030	249		old_locus_tag=KPN_02049
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2243141	2243389	-	WP_004175772.1	WP_004175772.1		tautomerase family protein			KPN_RS11030	249	82	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2243450	2243911	+							KPN_RS11035	462		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2243450	2243911	+	WP_004175770.1	WP_004175770.1		winged helix-turn-helix transcriptional regulator			KPN_RS11035	462	153	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2244089	2245306	+							KPN_RS11040	1218		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2244089	2245306	+	WP_041937642.1	WP_041937642.1		MFS transporter			KPN_RS11040	1218	405	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2245389	2246297	-							KPN_RS11045	909		old_locus_tag=KPN_02050
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2245389	2246297	-	WP_004151183.1	WP_004151183.1		DUF535 family protein			KPN_RS11045	909	302	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2246587	2246727	+							KPN_RS30440	141		old_locus_tag=KPN_02051
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2246587	2246727	+	WP_002908189.1	WP_002908189.1		hypothetical protein			KPN_RS30440	141	46	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2246772	2247662	-							KPN_RS11055	891		old_locus_tag=KPN_02052
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2246772	2247662	-	WP_004189584.1	WP_004189584.1		LysR family transcriptional regulator			KPN_RS11055	891	296	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2247803	2248510	+							KPN_RS11060	708		old_locus_tag=KPN_02053
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2247803	2248510	+	WP_015958552.1	WP_015958552.1		CoA transferase subunit A			KPN_RS11060	708	235	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2248512	2249168	+							KPN_RS11065	657		old_locus_tag=KPN_02054
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2248512	2249168	+	WP_015958553.1	WP_015958553.1		CoA transferase subunit B			KPN_RS11065	657	218	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2249178	2250359	+							KPN_RS11070	1182		old_locus_tag=KPN_02055
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2249178	2250359	+	WP_015958554.1	WP_015958554.1		acetyl-CoA C-acetyltransferase			KPN_RS11070	1182	393	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2250371	2251294	+							KPN_RS11075	924		old_locus_tag=KPN_02056
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2250371	2251294	+	WP_015958555.1	WP_015958555.1		3-hydroxyacyl-CoA dehydrogenase family protein			KPN_RS11075	924	307	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2251339	2252733	+							KPN_RS11080	1395		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2251339	2252733	+	WP_014907456.1	WP_014907456.1		GntP family permease			KPN_RS11080	1395	464	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2252757	2253527	+							KPN_RS11085	771		old_locus_tag=KPN_02057
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2252757	2253527	+	WP_004189574.1	WP_004189574.1		3-hydroxybutyrate dehydrogenase			KPN_RS11085	771	256	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2253547	2254419	-							KPN_RS11090	873		old_locus_tag=KPN_02058
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2253547	2254419	-	WP_004145376.1	WP_004145376.1		LysR family transcriptional regulator			KPN_RS11090	873	290	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2254526	2255305	+					budA		KPN_RS11095	780		old_locus_tag=KPN_02059
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2254526	2255305	+	WP_002908205.1	WP_002908205.1		acetolactate decarboxylase	budA		KPN_RS11095	780	259	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2255315	2256994	+					alsS		KPN_RS11100	1680		old_locus_tag=KPN_02060
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2255315	2256994	+	WP_015958557.1	WP_015958557.1		acetolactate synthase AlsS	alsS		KPN_RS11100	1680	559	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2257018	2257788	+							KPN_RS11105	771		old_locus_tag=KPN_02061
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2257018	2257788	+	WP_015958558.1	WP_015958558.1		(S)-acetoin forming diacetyl reductase			KPN_RS11105	771	256	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2258183	2258824	+							KPN_RS32430	642		old_locus_tag=KPN_02062
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2258183	2258824	+	WP_004145379.1	WP_004145379.1		hypothetical protein			KPN_RS32430	642	213	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2258953	2259489	-							KPN_RS11115	537		old_locus_tag=KPN_02063
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2258953	2259489	-	WP_004184321.1	WP_004184321.1		GNAT family N-acetyltransferase			KPN_RS11115	537	178	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	2259565	2262681	-					kexD		KPN_RS11120	3117		old_locus_tag=KPN_02064
