lcl|NC_032089.1_cds_XP_719073.1_1	CAALFM_C100020CA
lcl|NC_032096.1_cds_XP_719387.1_5994	CAALFM_CR10490WA
lcl|NC_032096.1_cds_XP_719388.1_5995	CAALFM_CR10500CA
lcl|NC_032096.1_cds_XP_719389.1_5996	CAALFM_CR10510WA
lcl|NC_032096.1_cds_XP_719391.1_5997	CAALFM_CR10520CA
lcl|NC_032096.1_cds_XP_719392.1_5998	CAALFM_CR10530WA
lcl|NC_032096.1_cds_XP_719394.2_5999	CAALFM_CR10540CA
lcl|NC_032096.1_cds_XP_719395.1_6000	CAALFM_CR10550WA
lcl|NC_032096.1_cds_XP_719397.1_6001	CAALFM_CR10570CA
lcl|NC_032096.1_cds_XP_719398.1_6002	CAALFM_CR10580WA
lcl|NC_032096.1_cds_XP_719401.1_6003	CAALFM_CR10590WA
lcl|NC_032096.1_cds_XP_719402.1_6004	CAALFM_CR10600CA
lcl|NC_032096.1_cds_XP_719403.1_6005	CAALFM_CR10610CA
lcl|NC_032096.1_cds_XP_719404.1_6006	CAALFM_CR10620CA
lcl|NC_032096.1_cds_XP_719405.1_6007	CAALFM_CR10630WA
lcl|NC_032096.1_cds_XP_719407.1_6008	CAALFM_CR10640WA
lcl|NC_032096.1_cds_XP_719409.1_6009	CAALFM_CR10650WA
lcl|NC_032096.1_cds_XP_719411.2_6010	CAALFM_CR10660WA
lcl|NC_032096.1_cds_XP_719413.2_6011	CAALFM_CR10670WA
lcl|NC_032096.1_cds_XP_719414.1_6012	CAALFM_CR10680WA
lcl|NC_032096.1_cds_XP_719416.1_6013	CAALFM_CR10690WA
lcl|NC_032096.1_cds_XP_719417.1_6014	CAALFM_CR10700WA
lcl|NC_032096.1_cds_XP_719419.1_6015	CAALFM_CR10710CA
lcl|NC_032096.1_cds_XP_719420.1_6016	CAALFM_CR10720WA
lcl|NC_032096.1_cds_XP_719421.1_6017	CAALFM_CR10730CA
lcl|NC_032096.1_cds_XP_719422.1_6018	CAALFM_CR10740WA
lcl|NC_032096.1_cds_XP_719423.1_6019	CAALFM_CR10750CA
lcl|NC_032096.1_cds_XP_719424.1_6020	CAALFM_CR10760CA
lcl|NC_032096.1_cds_XP_719425.1_6021	CAALFM_CR10770WA
lcl|NC_032096.1_cds_XP_719426.1_6022	CAALFM_CR10780CA
lcl|NC_032096.1_cds_XP_719427.1_6023	CAALFM_CR10790WA
lcl|NC_032096.1_cds_XP_719429.1_6024	CAALFM_CR10800CA
lcl|NC_032096.1_cds_XP_719430.1_6025	CAALFM_CR10810CA
lcl|NC_032096.1_cds_XP_719431.1_6026	CAALFM_CR10820WA
lcl|NC_032096.1_cds_XP_719433.1_6027	CAALFM_CR10830CA
lcl|NC_032096.1_cds_XP_719434.1_6028	CAALFM_CR10840CA
lcl|NC_032096.1_cds_XP_719436.1_6029	CAALFM_CR10850CA
lcl|NC_032096.1_cds_XP_719438.1_6030	CAALFM_CR10860CA
lcl|NC_009648.1_cds_WP_004222578.1_1	KPN_RS28480
lcl|NC_009648.1_cds_WP_011977629.1_2	KPN_RS00010
lcl|NC_009648.1_cds_WP_002887853.1_3	KPN_RS00015
lcl|NC_009648.1_cds_WP_011977630.1_4	KPN_RS00020
lcl|NC_009648.1_cds_KPN_RS00025_5	KPN_RS00025
lcl|NC_009648.1_cds_WP_002887869.1_6	KPN_RS00030
lcl|NC_009648.1_cds_WP_002887871.1_7	KPN_RS00035
lcl|NC_009648.1_cds_WP_002887897.1_8	KPN_RS00040
lcl|NC_009648.1_cds_WP_002887898.1_9	KPN_RS00045
lcl|NC_009648.1_cds_WP_004146012.1_10	KPN_RS00050
lcl|NC_009648.1_cds_WP_011977632.1_11	KPN_RS00055
lcl|NC_009648.1_cds_WP_004146011.1_12	KPN_RS00060
lcl|NC_009648.1_cds_WP_004182892.1_13	KPN_RS00065
lcl|NC_009648.1_cds_WP_004146997.1_14	KPN_RS00070
lcl|NC_009648.1_cds_WP_002887955.1_15	KPN_RS00075
lcl|NC_009648.1_cds_WP_032422035.1_16	KPN_RS00080
lcl|NC_009648.1_cds_WP_002887961.1_17	KPN_RS00085
lcl|NC_009648.1_cds_WP_002887965.1_18	KPN_RS00095
lcl|NC_009648.1_cds_KPN_RS32305_19	KPN_RS32305
lcl|NC_009648.1_cds_WP_002887969.1_20	KPN_RS00100
lcl|NC_009648.1_cds_WP_002887972.1_21	KPN_RS00105
lcl|NC_009648.1_cds_WP_002887973.1_22	KPN_RS00110
lcl|NC_009648.1_cds_WP_002887976.1_23	KPN_RS00115
lcl|NC_009648.1_cds_WP_002887979.1_24	KPN_RS00120
lcl|NC_009648.1_cds_WP_002887981.1_25	KPN_RS00125
lcl|NC_009648.1_cds_WP_009309187.1_26	KPN_RS00130
lcl|NC_009648.1_cds_WP_009309189.1_27	KPN_RS00135
lcl|NC_009648.1_cds_WP_023279871.1_28	KPN_RS00140
lcl|NC_009648.1_cds_WP_004222618.1_29	KPN_RS00145
lcl|NC_009648.1_cds_WP_004151379.1_30	KPN_RS00150
lcl|NC_009648.1_cds_WP_004181423.1_31	KPN_RS00155
lcl|NC_009648.1_cds_WP_011977637.1_32	KPN_RS00160
lcl|NC_009648.1_cds_WP_011977638.1_33	KPN_RS00165
lcl|NC_009648.1_cds_WP_004151375.1_34	KPN_RS00170
lcl|NC_009648.1_cds_WP_004222626.1_35	KPN_RS00175
lcl|NC_009648.1_cds_WP_004151373.1_36	KPN_RS00180
lcl|NC_009648.1_cds_WP_004151372.1_37	KPN_RS00185
lcl|NC_009648.1_cds_WP_032422031.1_38	KPN_RS00190
lcl|NC_009648.1_cds_WP_004222628.1_39	KPN_RS00195
lcl|NC_009648.1_cds_WP_004151369.1_40	KPN_RS00200
lcl|NC_009648.1_cds_WP_004177433.1_41	KPN_RS00215
lcl|NC_009648.1_cds_WP_002888056.1_42	KPN_RS00220
lcl|NC_009648.1_cds_WP_002888059.1_43	KPN_RS00225
lcl|NC_009648.1_cds_WP_002888068.1_44	KPN_RS00230
lcl|NC_009648.1_cds_WP_004145992.1_45	KPN_RS00235
lcl|NC_009648.1_cds_WP_002888320.1_46	KPN_RS00240
lcl|NC_009648.1_cds_WP_002888321.1_47	KPN_RS00245
lcl|NC_009648.1_cds_WP_004182901.1_48	KPN_RS00250
lcl|NC_009648.1_cds_WP_002888324.1_49	KPN_RS00255
lcl|NC_009648.1_cds_WP_004182903.1_50	KPN_RS00260
lcl|NC_009648.1_cds_WP_002888329.1_51	KPN_RS00265
lcl|NC_009648.1_cds_WP_004147026.1_52	KPN_RS00270
lcl|NC_009648.1_cds_WP_002888332.1_53	KPN_RS00275
lcl|NC_009648.1_cds_WP_002888337.1_54	KPN_RS00280
lcl|NC_009648.1_cds_WP_002888340.1_55	KPN_RS00285
lcl|NC_009648.1_cds_WP_002888345.1_56	KPN_RS00290
lcl|NC_009648.1_cds_WP_002888347.1_57	KPN_RS00300
lcl|NC_009648.1_cds_WP_004145980.1_58	KPN_RS00305
lcl|NC_009648.1_cds_WP_004177426.1_59	KPN_RS00310
lcl|NC_009648.1_cds_WP_011977643.1_60	KPN_RS00315
lcl|NC_009648.1_cds_WP_011977644.1_61	KPN_RS00320
lcl|NC_009648.1_cds_WP_011977645.1_62	KPN_RS00325
lcl|NC_009648.1_cds_WP_011977646.1_63	KPN_RS00330
lcl|NC_009648.1_cds_WP_004145972.1_64	KPN_RS00340
lcl|NC_009648.1_cds_WP_002888373.1_65	KPN_RS00345
lcl|NC_009648.1_cds_WP_011977647.1_66	KPN_RS00350
lcl|NC_009648.1_cds_WP_004147039.1_67	KPN_RS00355
lcl|NC_009648.1_cds_WP_011977648.1_68	KPN_RS00360
lcl|NC_009648.1_cds_WP_004145968.1_69	KPN_RS00365
lcl|NC_009648.1_cds_WP_002888448.1_70	KPN_RS00370
lcl|NC_009648.1_cds_WP_004222652.1_71	KPN_RS00380
lcl|NC_009648.1_cds_WP_041937579.1_72	KPN_RS00385
lcl|NC_009648.1_cds_WP_011977650.1_73	KPN_RS00390
lcl|NC_009648.1_cds_WP_004177420.1_74	KPN_RS00395
lcl|NC_009648.1_cds_WP_002888458.1_75	KPN_RS00400
lcl|NC_009648.1_cds_WP_002888460.1_76	KPN_RS00405
lcl|NC_009648.1_cds_WP_004147052.1_77	KPN_RS00410
lcl|NC_009648.1_cds_WP_011977651.1_78	KPN_RS00415
lcl|NC_009648.1_cds_WP_004177417.1_79	KPN_RS00420
lcl|NC_009648.1_cds_WP_002888487.1_80	KPN_RS00425
lcl|NC_009648.1_cds_WP_004178594.1_81	KPN_RS00430
lcl|NC_009648.1_cds_WP_004222662.1_82	KPN_RS28495
lcl|NC_009648.1_cds_WP_085848893.1_83	KPN_RS00440
lcl|NC_009648.1_cds_WP_002888534.1_84	KPN_RS00445
lcl|NC_009648.1_cds_WP_002888536.1_85	KPN_RS00450
lcl|NC_009648.1_cds_WP_004145952.1_86	KPN_RS00455
lcl|NC_009648.1_cds_WP_011977652.1_87	KPN_RS00460
lcl|NC_009648.1_cds_WP_002888547.1_88	KPN_RS00465
lcl|NC_009648.1_cds_WP_002888550.1_89	KPN_RS00470
lcl|NC_009648.1_cds_WP_002888559.1_90	KPN_RS00475
lcl|NC_009648.1_cds_WP_004147071.1_91	KPN_RS00480
lcl|NC_009648.1_cds_WP_004177411.1_92	KPN_RS00485
lcl|NC_009648.1_cds_WP_002888562.1_93	KPN_RS00490
lcl|NC_009648.1_cds_WP_004151364.1_94	KPN_RS00495
lcl|NC_009648.1_cds_WP_002888565.1_95	KPN_RS00500
lcl|NC_009648.1_cds_WP_002888566.1_96	KPN_RS00505
lcl|NC_009648.1_cds_WP_004192000.1_97	KPN_RS00510
lcl|NC_009648.1_cds_WP_004191999.1_98	KPN_RS00515
lcl|NC_009648.1_cds_WP_002888624.1_99	KPN_RS00520
lcl|NC_009648.1_cds_WP_002888625.1_100	KPN_RS00525
lcl|NC_009648.1_cds_WP_002888628.1_101	KPN_RS00530
lcl|NC_009648.1_cds_WP_002888632.1_102	KPN_RS00535
lcl|NC_009648.1_cds_WP_002888635.1_103	KPN_RS00540
lcl|NC_009648.1_cds_WP_002888638.1_104	KPN_RS00545
lcl|NC_009648.1_cds_WP_004145942.1_105	KPN_RS00550
lcl|NC_009648.1_cds_WP_002888644.1_106	KPN_RS00555
lcl|NC_009648.1_cds_WP_002888645.1_107	KPN_RS00560
lcl|NC_009648.1_cds_WP_002888649.1_108	KPN_RS00565
lcl|NC_009648.1_cds_WP_004145938.1_109	KPN_RS00575
lcl|NC_009648.1_cds_WP_011977654.1_110	KPN_RS00580
lcl|NC_009648.1_cds_WP_004145935.1_111	KPN_RS00585
lcl|NC_009648.1_cds_WP_002888683.1_112	KPN_RS00590
lcl|NC_009648.1_cds_WP_002888684.1_113	KPN_RS00595
lcl|NC_009648.1_cds_WP_011977655.1_114	KPN_RS00600
lcl|NC_009648.1_cds_WP_004177406.1_115	KPN_RS00605
lcl|NC_009648.1_cds_WP_011977656.1_116	KPN_RS00610
lcl|NC_009648.1_cds_WP_032428537.1_117	KPN_RS00615
lcl|NC_009648.1_cds_WP_004147090.1_118	KPN_RS00620
lcl|NC_009648.1_cds_WP_002888699.1_119	KPN_RS00630
lcl|NC_009648.1_cds_WP_002888700.1_120	KPN_RS00635
lcl|NC_009648.1_cds_WP_004178598.1_121	KPN_RS00640
lcl|NC_009648.1_cds_WP_002888731.1_122	KPN_RS00645
lcl|NC_009648.1_cds_WP_004177403.1_123	KPN_RS00650
lcl|NC_009648.1_cds_WP_032424602.1_124	KPN_RS00655
lcl|NC_009648.1_cds_WP_011977659.1_125	KPN_RS00660
lcl|NC_009648.1_cds_WP_002888735.1_126	KPN_RS00670
lcl|NC_009648.1_cds_WP_002888737.1_127	KPN_RS00675
lcl|NC_009648.1_cds_WP_002888739.1_128	KPN_RS00680
lcl|NC_009648.1_cds_WP_002888741.1_129	KPN_RS00685
lcl|NC_009648.1_cds_WP_071889162.1_130	KPN_RS30270
lcl|NC_009648.1_cds_KPN_RS32150_131	KPN_RS32150
lcl|NC_009648.1_cds_WP_002888804.1_132	KPN_RS00695
lcl|NC_009648.1_cds_WP_002888808.1_133	KPN_RS00700
lcl|NC_009648.1_cds_WP_004177397.1_134	KPN_RS00705
lcl|NC_009648.1_cds_WP_002888816.1_135	KPN_RS00710
lcl|NC_009648.1_cds_WP_012542835.1_136	KPN_RS30975
lcl|NC_009648.1_cds_WP_002888819.1_137	KPN_RS00720
lcl|NC_009648.1_cds_WP_002888821.1_138	KPN_RS00725
lcl|NC_009648.1_cds_WP_002888823.1_139	KPN_RS00730
lcl|NC_009648.1_cds_WP_002888827.1_140	KPN_RS00735
lcl|NC_009648.1_cds_WP_004177394.1_141	KPN_RS00740
lcl|NC_009648.1_cds_WP_011977665.1_142	KPN_RS00745
lcl|NC_009648.1_cds_WP_002888834.1_143	KPN_RS00750
lcl|NC_009648.1_cds_WP_002888835.1_144	KPN_RS00755
lcl|NC_009648.1_cds_WP_002888841.1_145	KPN_RS00760
lcl|NC_009648.1_cds_WP_004178602.1_146	KPN_RS00765
lcl|NC_009648.1_cds_WP_071526609.1_147	KPN_RS00770
lcl|NC_009648.1_cds_WP_011977666.1_148	KPN_RS00775
lcl|NC_009648.1_cds_WP_002888845.1_149	KPN_RS00780
lcl|NC_009648.1_cds_WP_002888848.1_150	KPN_RS00785
lcl|NC_009648.1_cds_WP_004177389.1_151	KPN_RS00790
lcl|NC_009648.1_cds_WP_011977667.1_152	KPN_RS00795
lcl|NC_009648.1_cds_WP_004145898.1_153	KPN_RS00800
lcl|NC_009648.1_cds_WP_004145897.1_154	KPN_RS00805
lcl|NC_009648.1_cds_WP_011977668.1_155	KPN_RS00810
lcl|NC_009648.1_cds_WP_004191957.1_156	KPN_RS00815
lcl|NC_009648.1_cds_WP_004222697.1_157	KPN_RS00820
lcl|NC_009648.1_cds_WP_004222700.1_158	KPN_RS00825
lcl|NC_009648.1_cds_WP_002889025.1_159	KPN_RS00830
lcl|NC_009648.1_cds_WP_004213437.1_160	KPN_RS00835
lcl|NC_009648.1_cds_WP_002889054.1_161	KPN_RS00840
lcl|NC_009648.1_cds_WP_009485795.1_162	KPN_RS00845
lcl|NC_009648.1_cds_WP_004151936.1_163	KPN_RS00850
lcl|NC_009648.1_cds_WP_004194880.1_164	KPN_RS00855
lcl|NC_009648.1_cds_WP_004177377.1_165	KPN_RS00860
lcl|NC_009648.1_cds_WP_004219434.1_166	KPN_RS30865
lcl|NC_009648.1_cds_WP_041937580.1_167	KPN_RS00870
lcl|NC_009648.1_cds_WP_021313451.1_168	KPN_RS00875
lcl|NC_009648.1_cds_WP_041937708.1_169	KPN_RS00880
lcl|NC_009648.1_cds_KPN_RS32310_170	KPN_RS32310
lcl|NC_009648.1_cds_WP_011977673.1_171	KPN_RS00895
lcl|NC_009648.1_cds_WP_004178624.1_172	KPN_RS00900
lcl|NC_009648.1_cds_WP_002889212.1_173	KPN_RS00905
lcl|NC_009648.1_cds_WP_004147133.1_174	KPN_RS00910
lcl|NC_009648.1_cds_WP_011977674.1_175	KPN_RS00915
lcl|NC_009648.1_cds_WP_002889272.1_176	KPN_RS00920
lcl|NC_009648.1_cds_WP_004151932.1_177	KPN_RS00925
lcl|NC_009648.1_cds_WP_002889275.1_178	KPN_RS00930
lcl|NC_009648.1_cds_WP_002889277.1_179	KPN_RS00935
lcl|NC_009648.1_cds_WP_002889279.1_180	KPN_RS00940
lcl|NC_009648.1_cds_WP_002889282.1_181	KPN_RS00945
lcl|NC_009648.1_cds_WP_004145871.1_182	KPN_RS00950
lcl|NC_009648.1_cds_WP_011977675.1_183	KPN_RS00955
lcl|NC_009648.1_cds_WP_002889289.1_184	KPN_RS00960
lcl|NC_009648.1_cds_WP_002889292.1_185	KPN_RS00965
lcl|NC_009648.1_cds_WP_002889295.1_186	KPN_RS00970
lcl|NC_009648.1_cds_WP_004191934.1_187	KPN_RS00975
lcl|NC_009648.1_cds_WP_011977676.1_188	KPN_RS00980
lcl|NC_009648.1_cds_WP_002889299.1_189	KPN_RS00985
lcl|NC_009648.1_cds_WP_004151930.1_190	KPN_RS00990
lcl|NC_009648.1_cds_WP_002889306.1_191	KPN_RS00995
lcl|NC_009648.1_cds_WP_002889308.1_192	KPN_RS01000
lcl|NC_009648.1_cds_WP_011977678.1_193	KPN_RS01005
lcl|NC_009648.1_cds_WP_002889316.1_194	KPN_RS01010
lcl|NC_009648.1_cds_WP_002889318.1_195	KPN_RS01015
lcl|NC_009648.1_cds_WP_004177358.1_196	KPN_RS01020
lcl|NC_009648.1_cds_WP_011977680.1_197	KPN_RS01025
lcl|NC_009648.1_cds_WP_004178645.1_198	KPN_RS01030
lcl|NC_009648.1_cds_WP_002889327.1_199	KPN_RS01035
lcl|NC_009648.1_cds_WP_004145858.1_200	KPN_RS01040
lcl|NC_009648.1_cds_WP_004177356.1_201	KPN_RS01045
lcl|NC_009648.1_cds_WP_002889374.1_202	KPN_RS01050
lcl|NC_009648.1_cds_WP_002889376.1_203	KPN_RS01055
lcl|NC_009648.1_cds_WP_004177353.1_204	KPN_RS01060
lcl|NC_009648.1_cds_WP_004145855.1_205	KPN_RS01065
lcl|NC_009648.1_cds_WP_002889384.1_206	KPN_RS01070
lcl|NC_009648.1_cds_WP_002889387.1_207	KPN_RS01075
lcl|NC_009648.1_cds_WP_011977681.1_208	KPN_RS01080
lcl|NC_009648.1_cds_WP_002889424.1_209	KPN_RS01085
lcl|NC_009648.1_cds_WP_002889429.1_210	KPN_RS01090
lcl|NC_009648.1_cds_WP_002889431.1_211	KPN_RS01095
lcl|NC_009648.1_cds_WP_002889433.1_212	KPN_RS01100
lcl|NC_009648.1_cds_WP_002889435.1_213	KPN_RS01105
lcl|NC_009648.1_cds_WP_004177347.1_214	KPN_RS01110
lcl|NC_009648.1_cds_WP_004151928.1_215	KPN_RS01115
lcl|NC_009648.1_cds_WP_002889441.1_216	KPN_RS01120
lcl|NC_009648.1_cds_WP_002889443.1_217	KPN_RS01125
lcl|NC_009648.1_cds_WP_002889445.1_218	KPN_RS01130
lcl|NC_009648.1_cds_WP_002889448.1_219	KPN_RS01135
lcl|NC_009648.1_cds_WP_002889450.1_220	KPN_RS01140
lcl|NC_009648.1_cds_WP_041937581.1_221	KPN_RS01145
lcl|NC_009648.1_cds_WP_004191899.1_222	KPN_RS01180
lcl|NC_009648.1_cds_WP_002889616.1_223	KPN_RS01185
lcl|NC_009648.1_cds_WP_011977683.1_224	KPN_RS01190
lcl|NC_009648.1_cds_WP_002889629.1_225	KPN_RS01195
lcl|NC_009648.1_cds_WP_011977684.1_226	KPN_RS01200
lcl|NC_009648.1_cds_WP_004210407.1_227	KPN_RS01205
lcl|NC_009648.1_cds_WP_004145833.1_228	KPN_RS01210
lcl|NC_009648.1_cds_WP_002889685.1_229	KPN_RS01215
lcl|NC_009648.1_cds_WP_002889686.1_230	KPN_RS01220
lcl|NC_009648.1_cds_WP_004152034.1_231	KPN_RS01225
lcl|NC_009648.1_cds_WP_004177340.1_232	KPN_RS01235
lcl|NC_009648.1_cds_WP_004178672.1_233	KPN_RS01240
lcl|NC_009648.1_cds_WP_041937709.1_234	KPN_RS01245
lcl|NC_009648.1_cds_WP_002889690.1_235	KPN_RS01250
lcl|NC_009648.1_cds_WP_004145825.1_236	KPN_RS01255
lcl|NC_009648.1_cds_WP_002889696.1_237	KPN_RS01260
lcl|NC_009648.1_cds_WP_002889699.1_238	KPN_RS01265
lcl|NC_009648.1_cds_WP_002889702.1_239	KPN_RS01275
lcl|NC_009648.1_cds_WP_004147186.1_240	KPN_RS01280
lcl|NC_009648.1_cds_KPN_RS01285_241	KPN_RS01285
lcl|NC_009648.1_cds_WP_002889716.1_242	KPN_RS01290
lcl|NC_009648.1_cds_WP_011977687.1_243	KPN_RS01295
lcl|NC_009648.1_cds_WP_002889720.1_244	KPN_RS01300
lcl|NC_009648.1_cds_WP_009309791.1_245	KPN_RS01305
lcl|NC_009648.1_cds_WP_011977688.1_246	KPN_RS01310
lcl|NC_009648.1_cds_WP_002889726.1_247	KPN_RS01315
lcl|NC_009648.1_cds_WP_002889727.1_248	KPN_RS01320
lcl|NC_009648.1_cds_WP_016530034.1_249	KPN_RS01325
lcl|NC_009648.1_cds_WP_002889733.1_250	KPN_RS01330
lcl|NC_009648.1_cds_WP_002889742.1_251	KPN_RS01335
lcl|NC_009648.1_cds_WP_002889793.1_252	KPN_RS01340
lcl|NC_009648.1_cds_WP_004213891.1_253	KPN_RS01345
lcl|NC_009648.1_cds_WP_002889795.1_254	KPN_RS01350
lcl|NC_009648.1_cds_WP_011977690.1_255	KPN_RS01355
lcl|NC_009648.1_cds_WP_002889845.1_256	KPN_RS01360
lcl|NC_009648.1_cds_WP_002889846.1_257	KPN_RS01365
lcl|NC_009648.1_cds_WP_002889847.1_258	KPN_RS01370
lcl|NC_009648.1_cds_WP_002889848.1_259	KPN_RS01375
lcl|NC_009648.1_cds_WP_011977691.1_260	KPN_RS01380
lcl|NC_009648.1_cds_WP_004183080.1_261	KPN_RS01385
lcl|NC_009648.1_cds_WP_011977692.1_262	KPN_RS01390
lcl|NC_009648.1_cds_WP_011977693.1_263	KPN_RS01395
lcl|NC_009648.1_cds_WP_011977694.1_264	KPN_RS01400
lcl|NC_009648.1_cds_WP_011977695.1_265	KPN_RS01405
lcl|NC_009648.1_cds_WP_004183089.1_266	KPN_RS01410
lcl|NC_009648.1_cds_WP_023282208.1_267	KPN_RS01415
lcl|NC_009648.1_cds_WP_026005907.1_268	KPN_RS01420
lcl|NC_009648.1_cds_WP_077250637.1_269	KPN_RS01425
lcl|NC_009648.1_cds_WP_040170522.1_270	KPN_RS01430
lcl|NC_009648.1_cds_WP_004183096.1_271	KPN_RS28530
lcl|NC_009648.1_cds_WP_004183098.1_272	KPN_RS01435
lcl|NC_009648.1_cds_WP_011977699.1_273	KPN_RS28535
lcl|NC_009648.1_cds_WP_004183099.1_274	KPN_RS01440
lcl|NC_009648.1_cds_WP_011977700.1_275	KPN_RS01445
lcl|NC_009648.1_cds_WP_335334235.1_276	KPN_RS32615
lcl|NC_009648.1_cds_WP_000019473.1_277	KPN_RS01450
lcl|NC_009648.1_cds_WP_004183101.1_278	KPN_RS01460
lcl|NC_009648.1_cds_WP_021464581.1_279	KPN_RS01465
lcl|NC_009648.1_cds_WP_004183106.1_280	KPN_RS01470
lcl|NC_009648.1_cds_WP_011977701.1_281	KPN_RS01475
lcl|NC_009648.1_cds_WP_152259905.1_282	KPN_RS01480
lcl|NC_009648.1_cds_WP_011977703.1_283	KPN_RS32155
lcl|NC_009648.1_cds_WP_223364876.1_284	KPN_RS01490
lcl|NC_009648.1_cds_WP_011977704.1_285	KPN_RS01500
lcl|NC_009648.1_cds_WP_004144574.1_286	KPN_RS01505
lcl|NC_009648.1_cds_WP_004144576.1_287	KPN_RS01515
lcl|NC_009648.1_cds_WP_004222859.1_288	KPN_RS01520
lcl|NC_009648.1_cds_KPN_RS30280_289	KPN_RS30280
lcl|NC_009648.1_cds_WP_004177299.1_290	KPN_RS01530
lcl|NC_009648.1_cds_WP_011977706.1_291	KPN_RS30870
lcl|NC_009648.1_cds_WP_011977708.1_292	KPN_RS01540
lcl|NC_009648.1_cds_WP_011977709.1_293	KPN_RS01545
lcl|NC_009648.1_cds_WP_002890002.1_294	KPN_RS01550
lcl|NC_009648.1_cds_WP_004177295.1_295	KPN_RS01555
lcl|NC_009648.1_cds_WP_004144585.1_296	KPN_RS01560
lcl|NC_009648.1_cds_WP_002890053.1_297	KPN_RS01565
lcl|NC_009648.1_cds_WP_004144586.1_298	KPN_RS01570
lcl|NC_009648.1_cds_WP_041937582.1_299	KPN_RS01575
lcl|NC_009648.1_cds_WP_002890060.1_300	KPN_RS01580
lcl|NC_009648.1_cds_WP_002890061.1_301	KPN_RS01585
lcl|NC_009648.1_cds_WP_004178714.1_302	KPN_RS01590
lcl|NC_009648.1_cds_WP_004178715.1_303	KPN_RS01595
lcl|NC_009648.1_cds_WP_011977712.1_304	KPN_RS01600
lcl|NC_009648.1_cds_WP_002890106.1_305	KPN_RS01605
lcl|NC_009648.1_cds_WP_002890108.1_306	KPN_RS32160
lcl|NC_009648.1_cds_WP_002890126.1_307	KPN_RS01615
lcl|NC_009648.1_cds_WP_004151354.1_308	KPN_RS01620
lcl|NC_009648.1_cds_WP_004144594.1_309	KPN_RS01625
lcl|NC_009648.1_cds_WP_002890128.1_310	KPN_RS01630
lcl|NC_009648.1_cds_WP_004147267.1_311	KPN_RS01635
lcl|NC_009648.1_cds_WP_032426080.1_312	KPN_RS30980
lcl|NC_009648.1_cds_WP_004147268.1_313	KPN_RS01645
lcl|NC_009648.1_cds_WP_004183139.1_314	KPN_RS01650
lcl|NC_009648.1_cds_WP_004177284.1_315	KPN_RS01655
lcl|NC_009648.1_cds_WP_012737473.1_316	KPN_RS30985
lcl|NC_009648.1_cds_WP_002890161.1_317	KPN_RS01665
lcl|NC_009648.1_cds_WP_004147274.1_318	KPN_RS01670
lcl|NC_009648.1_cds_WP_002890192.1_319	KPN_RS01675
lcl|NC_009648.1_cds_WP_004893960.1_320	KPN_RS01680
lcl|NC_009648.1_cds_WP_004144603.1_321	KPN_RS01685
lcl|NC_009648.1_cds_WP_004147277.1_322	KPN_RS01690
lcl|NC_009648.1_cds_WP_011977713.1_323	KPN_RS01695
lcl|NC_009648.1_cds_WP_002890201.1_324	KPN_RS01700
lcl|NC_009648.1_cds_WP_004178722.1_325	KPN_RS01705
lcl|NC_009648.1_cds_WP_072143249.1_326	KPN_RS01710
lcl|NC_009648.1_cds_WP_002890204.1_327	KPN_RS01715
lcl|NC_009648.1_cds_WP_002890207.1_328	KPN_RS01720
lcl|NC_009648.1_cds_WP_002890210.1_329	KPN_RS01725
lcl|NC_009648.1_cds_WP_002890215.1_330	KPN_RS01730
lcl|NC_009648.1_cds_WP_004151348.1_331	KPN_RS01735
lcl|NC_009648.1_cds_WP_004151347.1_332	KPN_RS01740
lcl|NC_009648.1_cds_WP_002890219.1_333	KPN_RS01745
lcl|NC_009648.1_cds_WP_002890221.1_334	KPN_RS01750
lcl|NC_009648.1_cds_WP_011977715.1_335	KPN_RS01755
lcl|NC_009648.1_cds_WP_002890225.1_336	KPN_RS01760
lcl|NC_009648.1_cds_WP_002890227.1_337	KPN_RS01765
lcl|NC_009648.1_cds_WP_011977717.1_338	KPN_RS01770
lcl|NC_009648.1_cds_WP_002890273.1_339	KPN_RS01775
lcl|NC_009648.1_cds_WP_002890276.1_340	KPN_RS01780
lcl|NC_009648.1_cds_WP_002890278.1_341	KPN_RS01785
lcl|NC_009648.1_cds_WP_004144619.1_342	KPN_RS01790
lcl|NC_009648.1_cds_WP_002890284.1_343	KPN_RS01795
lcl|NC_009648.1_cds_WP_002890285.1_344	KPN_RS01800
lcl|NC_009648.1_cds_WP_023287295.1_345	KPN_RS01805
lcl|NC_009648.1_cds_WP_011977719.1_346	KPN_RS01810
lcl|NC_009648.1_cds_WP_011977720.1_347	KPN_RS01815
lcl|NC_009648.1_cds_WP_002890343.1_348	KPN_RS01820
lcl|NC_009648.1_cds_WP_011977721.1_349	KPN_RS01825
lcl|NC_009648.1_cds_WP_004144627.1_350	KPN_RS01830
lcl|NC_009648.1_cds_WP_002890348.1_351	KPN_RS01835
lcl|NC_009648.1_cds_WP_004147293.1_352	KPN_RS01840
lcl|NC_009648.1_cds_WP_004191753.1_353	KPN_RS01845
lcl|NC_009648.1_cds_WP_002890357.1_354	KPN_RS01850
lcl|NC_009648.1_cds_WP_002890365.1_355	KPN_RS01855
lcl|NC_009648.1_cds_WP_011977723.1_356	KPN_RS01860
lcl|NC_009648.1_cds_WP_004218830.1_357	KPN_RS01865
